Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ZONE ONE:Zone Air Temperature [C](Hourly),ERV_1_HX:Heat Exchanger Total Heating Rate [W](Hourly),ERV_1_FANSUPPLY:Fan Electric Power [W](Hourly),ERV_1_FANSUPPLY:Fan Air Mass Flow Rate [kg/s](Hourly),ERV_1_FANEXHAUST:Fan Electric Power [W](Hourly),ERV_1_FANEXHAUST:Fan Air Mass Flow Rate [kg/s](Hourly),RADIATOR:Baseboard Total Heating Rate [W](Hourly),RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),RADIATOR:Baseboard Water Inlet Temperature [C](Hourly),RADIATOR:Baseboard Water Outlet Temperature [C](Hourly),DISTRICT HEATING 1:District Heating Rate [W](Hourly),DISTRICT HEATING 1:District Heating Inlet Temperature [C](Hourly),DISTRICT HEATING 1:District Heating Outlet Temperature [C](Hourly),DISTRICT HEATING 1:District Heating Mass Flow Rate [kg/s](Hourly),DistrictHeating:Facility [J](Hourly) 
 01/01  11:00:00,5.2,20.44420066006502,0.0,0.0,0.0,0.0,0.0,759.3505891664754,0.029996940000000004,55.0,45.3696552932982,1197.959584460361,45.446122682659119,55.0,0.029996940000000004,4543054.504057299 
 01/01  12:00:00,5.2,20.50258365878322,0.0,0.0,0.0,0.0,0.0,755.2323183821394,0.029996940000000004,55.0,45.38097722182873,1198.157504338484,45.44454352493616,55.0,0.029996940000000004,4565367.015618542 
 01/01  13:00:00,5.2,20.59868165356966,0.0,0.0,0.0,0.0,0.0,749.481656404435,0.029996940000000004,55.0,45.44642830223521,1196.7796811985236,45.45553685765483,55.0,0.029996940000000004,4610806.852314685 
 01/01  14:00:00,4.6,20.418578466049948,0.0,0.0,0.0,0.0,0.0,744.1454440253183,0.029996940000000004,55.0,45.51107910637444,1193.3544414376286,45.48286600474667,54.99999999999999,0.029996940000000004,4562475.989175463 
 01/01  15:00:00,4.1,20.23840867390968,0.0,0.0,0.0,0.0,0.0,743.9573515649952,0.029996940000000004,55.0,45.48442701490727,1190.3483577503616,45.506850749524549,54.99999999999999,0.029996940000000004,4544454.087901302 
 01/01  16:00:00,3.5,20.092060089543574,0.0,0.0,0.0,0.0,0.0,745.132853005404,0.029996940000000004,55.0,45.44677557973966,1189.4818141159494,45.51376466122241,55.0,0.029996940000000004,4505334.530817418 
 01/01  17:00:00,3.2,20.624836315209426,0.0,0.0,0.0,0.0,0.0,450.98074219770128,0.017998164000000005,55.0,49.27272793808415,713.8398919808881,45.51228848346871,51.20523290593434,0.017998164000000005,2800223.611131197 
 01/01  18:00:00,2.9,20.735816520437234,0.0,0.0,0.0,0.0,0.0,373.5554143867814,0.014998470000000002,55.0,50.264611748797239,594.1653258792246,45.524534528100577,50.26305979843656,0.014998470000000002,2462995.1731652088 
 01/01  19:00:00,2.6,20.85303262594123,0.0,0.0,0.0,0.0,0.0,398.2442464265899,0.014998470000000002,55.0,50.260128753131009,593.450905254598,45.53548347439808,50.26830859029413,0.014998470000000002,2438823.2589165528 
 01/01  20:00:00,2.5,20.902992196865278,0.0,0.0,0.0,0.0,0.0,398.84869315862206,0.014998470000000002,55.0,50.24034212255943,593.1083044526993,45.53995229019056,50.270043896044708,0.014998470000000002,2387189.8960297175 
 01/01  21:00:00,2.4,19.44412185972225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,45.53838671317354,45.53838671317354,0.0,216000.0 
 01/01  22:00:00,2.3,19.166435241987089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,45.53838671317354,45.53838671317354,0.0,244800.0 
 01/01  23:00:00,2.3,18.767147163356719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,45.53838671317354,45.53838671317354,0.0,187200.0 
 01/01  24:00:00,2.2,18.518023344724825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,45.53838671317354,45.53838671317354,0.0,86400.0 
 01/02  01:00:00,2.2,18.026525598834256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,45.53838671317354,45.53838671317354,0.0,43200.0 
 01/02  02:00:00,2.2,17.855223896706197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,45.53838671317354,45.53838671317354,0.0,43200.0 
 01/02  03:00:00,2.1,17.753134871458895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,45.53838671317354,45.53838671317354,0.0,43200.0 
 01/02  04:00:00,2.1,17.686073393648639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,45.53838671317354,45.53838671317354,0.0,43200.0 
 01/02  05:00:00,2.1,17.606248787702748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,45.53838671317354,45.53838671317354,0.0,43200.0 
 01/02  06:00:00,2.0,20.25672131210904,0.0,0.0,0.0,0.0,0.0,626.2447344299621,0.022997654000000007,55.0,48.21164335545173,910.7665612812406,45.521116282082939,52.15420555851366,0.022997654000000007,3321959.620612466 
 01/02  07:00:00,2.0,20.513474916487334,0.0,0.0,0.0,0.0,0.0,577.7308402166237,0.022497705000000004,55.0,47.732800616440808,894.3988683669893,45.48906694434251,52.62199485659233,0.022497705000000004,3421435.9261211615 
 01/02  08:00:00,2.0,20.60413804704293,0.0,0.0,0.0,0.0,0.0,512.8885723006252,0.019997960000000003,55.0,48.540856431478527,797.0405587905715,45.46625873757564,51.82275092850049,0.019997960000000003,3222146.0116460577 
 01/02  09:00:00,1.9,19.96743524951534,0.0,0.0,0.0,0.0,0.0,873.8982618563018,0.036363478046875,55.0,45.64037337142739,1445.51316205595,45.48703771678613,55.0,0.036363478046875,5506247.38340142 
 01/02  10:00:00,1.9,20.094460409174798,0.0,0.0,0.0,0.0,0.0,948.806868110419,0.03913663265625,55.0,45.71935471379328,1537.70198011756,45.60060380978248,55.0,0.03913663265625,5766127.128423216 
 01/02  11:00:00,1.9,20.084794998437805,0.0,0.0,0.0,0.0,0.0,838.3779827973148,0.03382467453125,55.0,45.519882597782068,1324.7534178291191,45.630594459293728,55.0,0.03382467453125,4963512.304184829 
 01/02  12:00:00,1.9,20.07656690194641,0.0,0.0,0.0,0.0,0.0,792.9798007590766,0.031871748750000008,55.0,45.45551927731688,1251.6908509473246,45.60487994877772,55.0,0.031871748750000008,4743687.063410369 
 01/02  13:00:00,1.9,20.077477040205875,0.0,0.0,0.0,0.0,0.0,775.8472392986697,0.031168695468750009,55.0,45.4405906543565,1227.854342108943,45.575898041233028,55.0,0.031168695468750009,4715475.631592195 
 01/02  14:00:00,1.6,20.07858020716085,0.0,0.0,0.0,0.0,0.0,835.2522485636122,0.03413714265625,55.0,45.5950843871458,1344.0690224028808,45.5809728071352,55.00000000000001,0.03413714265625,5090648.480650371 
 01/02  15:00:00,1.3,20.0797306774978,0.0,0.0,0.0,0.0,0.0,864.9294276007448,0.035699483281250009,55.0,45.678153164376109,1399.2225909863864,45.62361053441822,54.99999999999999,0.035699483281250009,5282001.327550991 
 01/02  16:00:00,1.0,20.07968717735365,0.0,0.0,0.0,0.0,0.0,892.8783205995161,0.03718370687500001,54.99999999999999,45.75577483783956,1448.479191138641,45.681003573926378,55.0,0.03718370687500001,5423325.088099107 
 01/02  17:00:00,0.9,20.07753594090063,0.0,0.0,0.0,0.0,0.0,885.8111302914667,0.03687123875000001,54.99999999999999,45.742563511962909,1428.9564647106715,45.72871684953942,55.0,0.03687123875000001,5374643.272958417 
 01/02  18:00:00,0.7,20.066647110953494,0.0,0.0,0.0,0.0,0.0,766.9062830033387,0.031012461406250005,54.99999999999999,45.45993251981603,1204.4951493515575,45.708671584941559,55.0,0.031012461406250005,4696182.537665607 
 01/02  19:00:00,0.6,20.606247429144966,0.0,0.0,0.0,0.0,0.0,453.1860821302453,0.017998164000000005,55.0,49.25118164814755,702.9361627848759,45.65655660188682,51.262503807056379,0.017998164000000005,2883370.1860255536 
 01/02  20:00:00,0.6,20.566296797748977,0.0,0.0,0.0,0.0,0.0,365.1304509465151,0.014998470000000002,54.99999999999999,50.23274920021483,587.34192189545,45.629592548226529,50.3136761175889,0.014998470000000002,2402430.91882362 
 01/02  21:00:00,0.6,19.191605191879789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,45.621103704584758,45.621103704584758,0.0,259200.0 
 01/02  22:00:00,0.6,19.002297235299765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.99999999999999,54.99999999999999,0.0,45.62110370458475,45.62110370458475,0.0,324000.0 
 01/02  23:00:00,0.8,18.605705463351876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.99999999999999,54.99999999999999,0.0,45.62110370458475,45.62110370458475,0.0,216000.0 
 01/02  24:00:00,0.9,18.31566442358823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.99999999999999,54.99999999999999,0.0,45.62110370458475,45.62110370458475,0.0,57600.0 
 01/03  01:00:00,1.1,17.86240889910628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.99999999999999,54.99999999999999,0.0,45.62110370458475,45.62110370458475,0.0,43200.0 
 01/03  02:00:00,0.9,17.72773160777752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.99999999999999,54.99999999999999,0.0,45.62110370458475,45.62110370458475,0.0,43200.0 
 01/03  03:00:00,0.6,17.633013372194058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.99999999999999,54.99999999999999,0.0,45.62110370458475,45.62110370458475,0.0,43200.0 
 01/03  04:00:00,0.4,17.51611481151624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.99999999999999,54.99999999999999,0.0,45.62110370458475,45.62110370458475,0.0,43200.0 
 01/03  05:00:00,0.6,17.440732080738316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.99999999999999,54.99999999999999,0.0,45.62110370458475,45.62110370458475,0.0,43200.0 
 01/03  06:00:00,0.9,20.14357059002352,0.0,0.0,0.0,0.0,0.0,701.1864207398654,0.025552948888888886,54.99999999999998,47.43185602336848,1004.9287702676944,45.5871326011904,52.90699148586012,0.025552948888888886,3660943.5729636999 
 01/03  07:00:00,1.1,20.91711922043487,0.0,0.0,0.0,0.0,0.0,769.4281678599325,0.029996940000000004,54.99999999999999,45.398882143277329,1187.5014497205068,45.52956542011666,55.0,0.029996940000000004,4476605.218993824 
 01/03  08:00:00,0.9,21.130071879080597,0.0,0.0,0.0,0.0,0.0,730.4045106189823,0.029996940000000004,54.99999999999999,45.481847869265639,1187.3413760899716,45.53084260378806,55.0,0.029996940000000004,4627228.953923898 
 01/03  09:00:00,0.8,20.038858385151984,0.0,0.0,0.0,0.0,0.0,919.8028814029042,0.041734023945312507,54.99999999999999,45.92547326694448,1635.004895758823,45.62024104062423,55.0,0.041734023945312507,6188417.624731763 
 01/03  10:00:00,0.6,20.09604477912975,0.0,0.0,0.0,0.0,0.0,1016.7863066879698,0.042964367187500008,54.99999999999999,45.93335158017314,1653.574424308298,45.79290616860321,54.99999999999999,0.042964367187500008,6183267.927509872 
 01/03  11:00:00,1.1,20.08870322692126,0.0,0.0,0.0,0.0,0.0,900.109773507194,0.036949355781250008,54.99999999999999,45.668213732832,1417.791164043225,45.82064723087972,55.00000000000001,0.036949355781250008,5298448.190555611 
 01/03  12:00:00,1.6,20.081881448088475,0.0,0.0,0.0,0.0,0.0,824.6712555493124,0.033355972343750008,55.0,45.517466708748639,1287.7988382655262,45.76403526461379,55.0,0.033355972343750008,4873675.817755895 
 01/03  13:00:00,2.1,20.07221921578511,0.0,0.0,0.0,0.0,0.0,763.8254294755096,0.030543759218750009,55.0,45.39603006511348,1189.1352932028087,45.686385947805508,55.0,0.030543759218750009,4576087.055530111 
 01/03  14:00:00,1.7,20.077877261121086,0.0,0.0,0.0,0.0,0.0,821.6279816082023,0.033355972343750008,55.0,45.53494266674326,1305.183885669288,45.6392955733564,55.0,0.033355972343750008,4950661.988409436 
 01/03  15:00:00,1.4,20.079398200458255,0.0,0.0,0.0,0.0,0.0,847.0981078704004,0.034683961875,55.0,45.60404336694818,1357.2215190800437,45.6387793594555,55.0,0.034683961875,5130797.468688157 
 01/03  16:00:00,1.0,20.081262263681479,0.0,0.0,0.0,0.0,0.0,870.8659396649263,0.03593383437500001,55.0,45.66872402739164,1402.7267279289283,45.66144922902797,55.00000000000001,0.03593383437500001,5258616.220544142 
 01/03  17:00:00,1.0,20.076280957987323,0.0,0.0,0.0,0.0,0.0,855.9179319966496,0.035230781093750006,55.00000000000001,45.6374404664693,1372.4191902882346,45.68089768726092,55.0,0.035230781093750006,5171109.085037645 
 01/03  18:00:00,1.0,20.130883162075759,0.0,0.0,0.0,0.0,0.0,747.439046349139,0.029996940000000004,55.00000000000001,45.38592950011,1172.6962457306092,45.64769116026261,55.0,0.029996940000000004,4581706.484630194 
 01/03  19:00:00,1.0,20.72449304266339,0.0,0.0,0.0,0.0,0.0,455.18151148501888,0.017998164000000005,55.00000000000001,49.251555319839059,707.1651056001406,45.60027182816422,51.239960213228147,0.017998164000000005,2898594.3801605065 
 01/03  20:00:00,1.0,20.357902725198636,0.0,0.0,0.0,0.0,0.0,351.34205418739676,0.014998470000000002,55.00000000000001,50.15824729705662,591.1072752234545,45.576087215860429,50.290213234866687,0.014998470000000002,2415986.190804436 
 01/03  21:00:00,1.0,19.530815875315818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.00000000000001,55.00000000000001,0.0,45.5551769257843,45.5551769257843,0.0,259200.0 
 01/03  22:00:00,1.0,19.276499434551107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.00000000000001,55.00000000000001,0.0,45.5551769257843,45.5551769257843,0.0,324000.0 
 01/03  23:00:00,1.4,18.82698146295068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.00000000000001,55.00000000000001,0.0,45.5551769257843,45.5551769257843,0.0,216000.0 
 01/03  24:00:00,1.7,18.543294522175264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.00000000000001,55.00000000000001,0.0,45.5551769257843,45.5551769257843,0.0,57600.0 
 01/04  01:00:00,2.1,18.115535560581283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.00000000000001,55.00000000000001,0.0,45.5551769257843,45.5551769257843,0.0,43200.0 
 01/04  02:00:00,1.4,17.910802593639184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.00000000000001,55.00000000000001,0.0,45.5551769257843,45.5551769257843,0.0,43200.0 
 01/04  03:00:00,0.8,17.796019775530284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.00000000000001,55.00000000000001,0.0,45.5551769257843,45.5551769257843,0.0,43200.0 
 01/04  04:00:00,0.1,17.689192614263406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.00000000000001,55.00000000000001,0.0,45.5551769257843,45.5551769257843,0.0,43200.0 
 01/04  05:00:00,-0.3,17.577705481779888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.00000000000001,55.00000000000001,0.0,45.5551769257843,45.5551769257843,0.0,43200.0 
 01/04  06:00:00,-0.7,20.24765198406358,0.0,0.0,0.0,0.0,0.0,697.9411277395822,0.025552948888888886,54.999999999999989,47.45275439392282,1010.5584896180754,45.53581047987672,52.89593855642339,0.025552948888888886,3681210.562625072 
 01/04  07:00:00,-1.1,20.916068714416356,0.0,0.0,0.0,0.0,0.0,764.831171110039,0.029996940000000004,55.00000000000001,45.406624486492408,1191.571038297616,45.49709531116378,55.0,0.029996940000000004,4491255.737871418 
 01/04  08:00:00,-1.4,21.140156442128928,0.0,0.0,0.0,0.0,0.0,733.8356451782804,0.029996940000000004,55.00000000000001,45.48259550389875,1190.1822716578308,45.5081759042001,55.0,0.029996940000000004,4637456.177968191 
 01/04  09:00:00,-1.8,19.930594517625438,0.0,0.0,0.0,0.0,0.0,969.5013190940997,0.044995410000000009,55.00000000000001,46.07277057316809,1758.0685834034975,45.6395394195692,55.0,0.044995410000000009,6631446.900252591 
 01/04  10:00:00,-2.1,20.108054864842229,0.0,0.0,0.0,0.0,0.0,1118.0537338663166,0.04890126156249999,55.00000000000001,46.226786647635417,1854.4711081820121,45.92797070207062,54.99999999999999,0.04890126156249999,6906495.989455244 
 01/04  11:00:00,-2.4,20.095547357293989,0.0,0.0,0.0,0.0,0.0,942.5924337325542,0.03921474968750001,55.0,45.79429426894288,1476.7957012703619,45.99105164377229,55.00000000000001,0.03921474968750001,5510864.524573303 
 01/04  12:00:00,-2.6,20.09216633624236,0.0,0.0,0.0,0.0,0.0,938.9053146298753,0.039370983750000008,55.0,45.831596987391737,1489.5656325661112,45.94919158490725,55.0,0.039370983750000008,5600036.277238 
 01/04  13:00:00,-2.9,20.089601150802808,0.0,0.0,0.0,0.0,0.0,939.294062750323,0.0395272178125,55.0,45.85628562158658,1497.905496675003,45.934485268902538,55.0,0.0395272178125,5687659.788030011 
 01/04  14:00:00,-3.5,20.091757629052876,0.0,0.0,0.0,0.0,0.0,1011.5822439791417,0.04366742046875,55.0,46.07168786388161,1647.0134268064999,45.97716500538119,54.99999999999999,0.04366742046875,6181248.3365034 
 01/04  15:00:00,-4.2,20.08886280369298,0.0,0.0,0.0,0.0,0.0,1056.5542291575036,0.04647963359375,55.0,46.21674235723174,1733.5656102005703,46.0776570411915,55.00000000000001,0.04647963359375,6485636.196722053 
 01/04  16:00:00,-4.8,20.09704983574065,0.0,0.0,0.0,0.0,0.0,1102.754542055127,0.0492137296875,55.0,46.354268470009397,1810.2956326661485,46.20041888809014,55.0,0.0492137296875,6725864.277598135 
 01/04  17:00:00,-5.1,20.096313771431885,0.0,0.0,0.0,0.0,0.0,1104.8924730350707,0.049369963749999998,55.0,46.366038340544879,1795.2645864353851,46.301140076047158,55.0,0.049369963749999998,6693352.511167387 
 01/04  18:00:00,-5.5,20.084627107334538,0.0,0.0,0.0,0.0,0.0,996.5507369554208,0.042964367187500008,55.0,46.048562719594027,1564.810112997239,46.28735150746921,55.0,0.042964367187500008,5993316.40679006 
 01/04  19:00:00,-5.8,20.6253097604249,0.0,0.0,0.0,0.0,0.0,452.648397719748,0.017998164000000005,55.0,49.2526648705776,664.4842361823501,46.15896580579329,51.45812759056297,0.017998164000000005,2744943.25025646 
 01/04  20:00:00,-5.9,20.569475762033343,0.0,0.0,0.0,0.0,0.0,493.16303702064826,0.019997960000000003,55.0,48.616719358044289,749.3388955773197,46.03739792348275,52.01330054548994,0.019997960000000003,2985620.0240783507 
 01/04  21:00:00,-6.1,19.04190159456217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,45.96820319291037,45.96820319291037,0.0,259200.0 
 01/04  22:00:00,-6.2,18.726715428557236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,45.968203192910369,45.968203192910369,0.0,324000.0 
 01/04  23:00:00,-6.2,18.326315892559927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,45.96820319291037,45.96820319291037,0.0,216000.0 
 01/04  24:00:00,-6.3,17.89575276202323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,45.96820319291037,45.96820319291037,0.0,57600.0 
 01/05  01:00:00,-6.3,17.42162241941699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,45.96820319291037,45.96820319291037,0.0,43200.0 
 01/05  02:00:00,-6.4,17.270490017027723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,45.96820319291037,45.96820319291037,0.0,43200.0 
 01/05  03:00:00,-6.5,17.163462172123518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,45.96820319291037,45.96820319291037,0.0,43200.0 
 01/05  04:00:00,-6.6,17.042848871580387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,45.96820319291037,45.96820319291037,0.0,43200.0 
 01/05  05:00:00,-6.4,16.935690883566239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,45.96820319291037,45.96820319291037,0.0,43200.0 
 01/05  06:00:00,-6.3,20.15312146217424,0.0,0.0,0.0,0.0,0.0,884.1134893656862,0.031814936363636369,55.0,46.31689727148546,1210.2022565683262,45.891076907578099,54.16845304426269,0.031814936363636369,4399928.123645976 
 01/05  07:00:00,-6.1,20.406885921401768,0.0,0.0,0.0,0.0,0.0,769.6758677557989,0.029996940000000004,55.0,45.303245565883759,1159.1184140211635,45.756022860591979,55.0,0.029996940000000004,4374426.290476188 
 01/05  08:00:00,-5.8,20.66581761831957,0.0,0.0,0.0,0.0,0.0,759.6104491244074,0.029996940000000004,55.0,45.392513181031088,1171.6532245691726,45.65601302451147,55.0,0.029996940000000004,4570751.608449021 
 01/05  09:00:00,-5.6,19.56275507726678,0.0,0.0,0.0,0.0,0.0,1096.6086591511907,0.04989074395833333,55.0,46.27776745981963,1915.9100448029683,45.81301592761152,55.0,0.04989074395833333,7199676.161290686 
 01/05  10:00:00,-5.3,19.499406588293579,0.0,0.0,0.0,0.0,0.0,1149.6371386137466,0.0499949,55.0,46.11003223987185,1881.3193646542684,45.99798353989389,54.99999999999999,0.0499949,7003149.712755366 
 01/05  11:00:00,-4.9,19.88833638806492,0.0,0.0,0.0,0.0,0.0,1146.8608070495343,0.0499949,55.0,46.2375423171719,1858.854598526873,46.10552201237901,55.00000000000001,0.0499949,6886276.554696742 
 01/05  12:00:00,-4.4,20.107311939504453,0.0,0.0,0.0,0.0,0.0,1114.7343953008456,0.049057495624999999,55.0,46.286849697955549,1802.5578128455136,46.21013101887888,55.0,0.049057495624999999,6726808.126243849 
 01/05  13:00:00,-4.0,20.103765383473914,0.0,0.0,0.0,0.0,0.0,1069.029521083678,0.046557750625,55.0,46.19509460143547,1702.8007759686523,46.25077514652322,54.99999999999999,0.046557750625,6425282.793487148 
 01/05  14:00:00,-4.4,20.06991009520957,0.0,0.0,0.0,0.0,0.0,1122.3106677000872,0.0499949,55.0,46.3787087168421,1818.1191004731083,46.30051947798888,55.0,0.0499949,6797228.76170319 
 01/05  15:00:00,-4.9,19.965690015192285,0.0,0.0,0.0,0.0,0.0,1119.8216719054778,0.0499949,55.0,46.380880629117189,1804.4849786508973,46.3657840662726,54.99999999999999,0.0499949,6740945.92314323 
 01/05  16:00:00,-5.3,19.858444068754055,0.0,0.0,0.0,0.0,0.0,1119.026992014121,0.0499949,55.0,46.36207109525977,1797.8846624651658,46.39737868798558,55.0,0.0499949,6681184.784874597 
 01/05  17:00:00,-5.6,19.84127080551806,0.0,0.0,0.0,0.0,0.0,1121.8211818005714,0.0499949,55.0,46.33945020305088,1796.2326780576677,46.40528644911067,55.0,0.0499949,6696837.641007604 
 01/05  18:00:00,-5.8,20.095932926234707,0.0,0.0,0.0,0.0,0.0,1088.426814736264,0.0479638571875,55.0,46.23605964126014,1728.2783493895508,46.38025086893273,55.0,0.0479638571875,6581802.057802383 
 01/05  19:00:00,-6.1,20.679928381142547,0.0,0.0,0.0,0.0,0.0,570.1528501315698,0.022497705000000004,55.0,47.839482905033339,822.4069907245905,46.247675132968037,52.80621979409729,0.022497705000000004,3313465.166608526 
 01/05  20:00:00,-5.5,20.483216706606883,0.0,0.0,0.0,0.0,0.0,496.46469327412708,0.019997960000000003,55.0,48.61583399766064,744.7008506803013,46.093251567239779,52.03215048204877,0.019997960000000003,2968923.0624490848 
 01/05  21:00:00,-4.8,18.959053434105479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,46.0159810083018,46.0159810083018,0.0,259200.0 
 01/05  22:00:00,-4.2,18.72262861609574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,46.01598100830179,46.01598100830179,0.0,324000.0 
 01/05  23:00:00,-3.6,18.273395240107058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,46.01598100830179,46.01598100830179,0.0,216000.0 
 01/05  24:00:00,-3.1,17.979753546411414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,46.01598100830179,46.01598100830179,0.0,57600.0 
 01/06  01:00:00,-2.5,17.581632894860165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,46.01598100830179,46.01598100830179,0.0,43200.0 
 01/06  02:00:00,-1.7,17.45617523629355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,46.01598100830179,46.01598100830179,0.0,43200.0 
 01/06  03:00:00,-0.8,17.422005250031046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,46.01598100830179,46.01598100830179,0.0,43200.0 
